week_start,OEE_Score,DelayRate,Revenue,OrderVolume,is_interpolated_oee,is_interpolated_delay,is_filled_delay
2025-06-23,0.95,0.125,723911142.0812494,8.0,0,0,0
2025-06-30,0.9474840561935531,0.23076923076923078,729855570.7771571,13.0,0,0,0
2025-07-07,0.9487111345375303,0.2727272727272727,741900221.4600554,11.0,0,0,0
2025-07-14,0.95,0.4,736089938.7343906,5.0,0,0,0
2025-07-21,0.95,0.4444444444444444,725460122.7141312,9.0,0,0,0
2025-07-28,0.95,0.1,719335700.1083715,10.0,0,0,0
2025-08-04,0.95,0.25,727893744.1044694,12.0,0,0,0
2025-08-11,0.95,0.2857142857142857,724824077.5092661,7.0,0,0,0
2025-08-18,0.95,0.2857142857142857,718906255.4892772,7.0,0,0,0
2025-08-25,0.95,0.23076923076923078,727396361.2877513,13.0,0,0,0
2025-09-01,0.95,0.3,718206457.1090922,10.0,0,0,0
2025-09-08,0.95,0.4,729061324.207974,10.0,0,0,0
2025-09-15,0.95,0.1111111111111111,716784278.0821196,9.0,0,0,0
2025-09-22,0.95,0.4166666666666667,699433454.1899754,12.0,0,0,0
2025-09-29,0.95,0.14285714285714285,690023854.7242304,7.0,0,0,0
2025-10-06,0.95,0.0,684392378.4409082,15.0,0,0,0
2025-10-13,0.95,0.5,673008017.1292218,10.0,0,0,0
2025-10-20,0.95,0.16666666666666666,690475648.2281392,12.0,0,0,0
2025-10-27,0.95,0.4444444444444444,688405133.662167,9.0,0,0,0
2025-11-03,0.95,0.2222222222222222,685142178.2850863,9.0,0,0,0
2025-11-10,0.95,0.2,676959463.2647206,5.0,0,0,0
2025-11-17,0.95,0.0,671736684.487246,8.0,0,0,0
2025-11-24,0.95,0.1875,683674882.1515614,16.0,0,0,0
2025-12-01,0.95,0.3333333333333333,675085301.1646278,6.0,0,0,0
2025-12-08,0.95,0.125,672420257.3188102,8.0,0,0,0
2025-12-15,0.95,0.0,678764863.4005547,8.0,0,0,0
2025-12-22,0.95,0.23076923076923078,699571546.3593633,13.0,0,0,0
2025-12-29,0.95,0.3333333333333333,707591634.5106384,3.0,0,0,0
2026-01-05,0.95,1.0,716094049.3572867,4.0,0,0,0
